id,end_date,instrument,outside_time,outside_plan,heard_of_SLE,heard_of_SLE_SM,heard_of_SLE_museum_ad,heard_of_SLE_website,heard_of_SLE_story,heard_of_SLE_tv,heard_of_SLE_BB,heard_of_SLE_online_ad,heard_of_SLE_other,weather_factor,aware_of_evening,attend_evening,SLE_primary_reason,group_interest,museum_app,museum_app_download_app,museum_app_not_download_app,museum_app_other,current_member,ticket_purchase_time,two_day_ticket,member_for_SLE,recommend,return,age_group1,age_group2,age_group3,age_group4,adults_age,adults_num,children_num,children_age_group1,children_age_group2,children_age_group3,children_age_group4,children_age_group5,no_children,0,preschool,live_IN_county,live_outside_IN
384,2018-06-22 13:09:05,June,Less than 30 minutes,No,Family/Friends,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",No,No,No,No,No,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,,,,,,1,1,"Marion County, Indiana",0
385,2018-06-22 13:08:58,June,More than 90 minutes,Not sure,No,No,No,No,No,No,No,No,Visit Indy,Partially,N/A,N/A,"Yes, the main reason",,Yes,Yes,,,No,Today (from the onsite ticket line),N/A,I will/have become a museum member as a result of the Sports Legends Experience.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,,3-5 years old,,,,,1,1,"Marion County, Indiana",0
386,2018-06-22 13:02:59,June,60 to 90 minutes,No,No,No,No,No,No,TV commercial,No,Online advertisement,No,Yes,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
387,2018-06-22 13:03:59,June,30 to 60 minutes,No,No,No,No,No,No,No,No,No,Google things to do in indy,No,N/A,N/A,No,,Yes,I already did!,0,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0-2 years old,3-5 years old,,,,,1,1,Another state or country (please specify),"San Diego, california"
388,2018-06-22 13:01:11,June,60 to 90 minutes,Not sure,No,No,No,No,No,No,No,No,Saw being built,No,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,6-8 years old,,,,2,0,A county adjacent to Marion County,0
389,2018-06-22 12:57:28,June,30 to 60 minutes,No,Family/Friends,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,No,I’d need more information before making a decision.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,0-2 years old,3-5 years old,6-8 years old,9-12 years old,,,3,1,A county adjacent to Marion County,0
390,2018-06-22 12:58:04,June,60 to 90 minutes,Yes,Family/Friends,No,No,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,Yes,,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,6-8 years old,9-12 years old,,,2,0,Another state or country (please specify),Pa
391,2018-06-22 12:52:27,June,30 to 60 minutes,Not sure,No,"Social media (Twitter, Facebook, Instagram)",No,No,No,No,No,No,No,Yes,N/A,N/A,No,,Yes,I already did!,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,3-5 years old,,,,,1,1,"Marion County, Indiana",0
392,2018-06-22 12:51:15,June,30 to 60 minutes,Not sure,Family/Friends,No,No,No,No,No,No,No,No,Partially,N/A,N/A,No,,Yes,I already did!,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
393,2018-06-22 12:46:49,June,30 to 60 minutes,,Family/Friends,No,No,No,No,No,No,No,No,Partially,N/A,N/A,No,,No,No,I’d need more information before making a decision.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,6-8 years old,9-12 years old,,,2,0,A county adjacent to Marion County,0
394,2018-06-22 12:46:14,June,60 to 90 minutes,Yes,No,No,No,No,No,No,No,No,Live here,No,N/A,N/A,"Yes, the main reason",,Yes,Yes,,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,0-2 years old,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
395,2018-06-22 12:45:05,June,30 to 60 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,No,No,I know I would never use the app.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
396,2018-06-16 11:34:36,June,Less than 30 minutes,No,No,No,Advertising at the museum,No,"A story in the media (TV, Digital Article, Radio)",No,Billboards around town,No,No,No,N/A,N/A,No,,No,No,I know I would never use the app.,0,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,,9-12 years old,,,2,0,"Indiana, but not in the Indy metro area",0
397,2018-07-13 16:16:21,July,30 to 60 minutes,Yes,,,,Our website,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,I am a former member,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,6,0-2 years old,,6-8 years old,9-12 years old,13-18 years old,,3,1,"Indiana, but not in the Indy metro area",0
398,2018-07-12 11:18:20,July,30 to 60 minutes,Yes,Family/Friends,,,,,,,,,Partially,N/A,N/A,N/A,N/A,Yes,Yes,,,I am a former member,Today (online),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,8,0-2 years old,3-5 years old,6-8 years old,9-12 years old,,,3,1,A county adjacent to Marion County,0
399,2018-07-12 11:16:18,July,30 to 60 minutes,Not sure,,"Social media (Twitter, Facebook, Instagram)",,,,,,,,Partially,N/A,N/A,N/A,N/A,No,Yes,,,I am a former member,Today (from the onsite ticket line),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,6-8 years old,,,,2,0,A county adjacent to Marion County,0
400,2018-07-11 15:12:13,July,60 to 90 minutes,Not sure,Family/Friends,,,Our website,,,,,,Yes,N/A,N/A,N/A,N/A,No,No,Other (please specify),We live out of town ,I am a former member,Today (from the onsite ticket line),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,8,,3-5 years old,6-8 years old,9-12 years old,13-18 years old,,3,1,Another state or country (please specify),Texas
401,2018-07-11 14:34:09,July,60 to 90 minutes,Yes,Family/Friends,,,,,TV commercial,,,,Partially,N/A,N/A,N/A,N/A,Not Sure,No,I know I would never use the app.,0,I am a former member,Today (online),N/A,I will/have become a museum member as a result of the Sports Legends Experience.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,6-8 years old,9-12 years old,,,2,0,A county adjacent to Marion County,0
402,2018-07-08 13:58:24,July,More than 90 minutes,Yes,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,I am a former member,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,6-8 years old,,13-18 years old,,2,0,A county adjacent to Marion County,0
403,2018-07-08 13:29:57,July,30 to 60 minutes,Yes,,,,,,,,,Former membership.  Saw construction and it being done,Partially,N/A,N/A,N/A,N/A,No,Yes,,,I am a former member,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,A county adjacent to Marion County,0
404,2018-07-08 13:06:26,July,60 to 90 minutes,Yes,,,Advertising at the museum,,,,,,,Partially,N/A,N/A,N/A,N/A,No,Yes,,,I am a former member,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,,9-12 years old,13-18 years old,,2,0,"Marion County, Indiana",0
405,2018-07-14 11:53:37,July,60 to 90 minutes,No,,,,Our website,,,,,,No,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,5,,3-5 years old,6-8 years old,9-12 years old,,,3,1,Another state or country (please specify),Illinois
406,2018-07-14 11:53:07,July,30 to 60 minutes,,,,,,,,,,Live across the street and saw it built,No,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,,,,,,There are no children in my group.,0,0,"Marion County, Indiana",0
407,2018-07-14 11:49:14,July,30 to 60 minutes,Yes,,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,Our website,,TV commercial,,,,No,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Yesterday,N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,,6-8 years old,,13-18 years old,,2,0,Another state or country (please specify),Kentucky
408,2018-07-14 11:43:17,July,Less than 30 minutes,Yes,,,,Our website,,,,,,Yes,N/A,N/A,N/A,N/A,No,Yes,,,No,3 to 5 days ago,N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,0-2 years old,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),Ohio
409,2018-07-14 11:42:27,July,30 to 60 minutes,Yes,,,,Our website,,,,,,No,N/A,N/A,N/A,N/A,Yes,Yes,,,No,3 to 5 days ago,N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,5,0-2 years old,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),Ohio
410,2018-07-14 11:41:07,July,Less than 30 minutes,Yes,Family/Friends,,,,,,,,Drove by,Partially,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Today (from the onsite ticket line),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,"Marion County, Indiana",0
411,2018-07-14 11:36:12,July,30 to 60 minutes,No,Family/Friends,,,,,,,,,Yes,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,,,9-12 years old,13-18 years old,,2,0,Another state or country (please specify),Ohio
412,2018-07-14 11:29:48,July,30 to 60 minutes,No,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,No,Yesterday,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
413,2018-07-14 11:18:37,July,30 to 60 minutes,Yes,Family/Friends,,,,,,,,,Partially,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,0-2 years old,,,,,,1,1,Another state or country (please specify),Ohio
414,2018-07-14 11:10:59,July,Less than 30 minutes,No,,,,Our website,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,3 to 5 days ago,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),Ky
415,2018-07-14 11:10:12,July,30 to 60 minutes,No,,,,,,TV commercial,,,,Yes,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (online),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,,,,,1,1,Another state or country (please specify),Mivchigan
416,2018-07-14 10:58:00,July,30 to 60 minutes,Not sure,,,,Our website,,,,,,Yes,N/A,N/A,N/A,N/A,Not Sure,No,"I come infrequently, so I don’t need it.",0,No,3 to 5 days ago,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,6-8 years old,9-12 years old,,,2,0,Another state or country (please specify),Michigan
417,2018-07-14 10:55:20,July,Less than 30 minutes,No,,,Advertising at the museum,,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,,9-12 years old,,,2,0,Another state or country (please specify),Ky
418,2018-07-14 10:50:16,July,30 to 60 minutes,Yes,,,Advertising at the museum,,"A story in the media (TV, Digital Article, Radio)",,,,,Yes,N/A,N/A,N/A,N/A,Not Sure,Yes,,,No,Today (from the onsite ticket line),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,,9-12 years old,,,2,0,Another state or country (please specify),Madison county
419,2018-07-14 10:38:53,July,Less than 30 minutes,No,,,,,,,,,Visiting today,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,0-2 years old,,,,,,1,1,A county adjacent to Marion County,0
420,2018-07-14 10:30:52,July,Less than 30 minutes,No,Family/Friends,,,,,,,,Previous visit,Yes,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
421,2018-07-13 16:19:20,July,30 to 60 minutes,Yes,Family/Friends,,,,,TV commercial,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,0-2 years old,3-5 years old,,,13-18 years old,,3,1,Another state or country (please specify),Connecticut
422,2018-07-13 16:14:06,July,Less than 30 minutes,No,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,No,More than 5 days ago,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,,,6-8 years old,,13-18 years old,,2,0,Another state or country (please specify),MI
423,2018-07-13 16:11:35,July,30 to 60 minutes,No,Family/Friends,,,,,,,,,Yes,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Today (online),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,6,,,,9-12 years old,13-18 years old,,2,0,Another state or country (please specify),Florida
424,2018-07-13 16:09:33,July,Less than 30 minutes,Yes,,,,,,TV commercial,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,5,,3-5 years old,,9-12 years old,13-18 years old,,3,1,Another state or country (please specify),Missouri
425,2018-07-13 16:04:59,July,60 to 90 minutes,No,,,Advertising at the museum,,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Yesterday,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,,9-12 years old,,,2,0,Another state or country (please specify),Illinois
426,2018-07-13 16:01:06,July,60 to 90 minutes,Yes,,,,Our website,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),Arkansas
427,2018-07-13 15:59:08,July,30 to 60 minutes,No,,,Advertising at the museum,,,,,,,No,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,3,,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),Michigan
428,2018-07-13 15:57:56,July,60 to 90 minutes,No,,,,,,,,,Drive by it,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,,,,,,There are no children in my group.,0,0,"Marion County, Indiana",0
429,2018-07-13 15:53:55,July,Less than 30 minutes,No,,,Advertising at the museum,,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (online),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,Another state or country (please specify),TN
430,2018-07-13 15:48:42,July,More than 90 minutes,Yes,,,,Our website,,,,,,Yes,N/A,N/A,N/A,N/A,Yes,Yes,,,No,3 to 5 days ago,N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,,,,,1,1,Another state or country (please specify),Michigan
431,2018-07-13 15:36:03,July,30 to 60 minutes,No,,,Advertising at the museum,,,,,,,No,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,,9-12 years old,,,2,0,Another state or country (please specify),Kentucky
432,2018-07-13 15:33:30,July,30 to 60 minutes,Yes,,,,Our website,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,More than 5 days ago,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,Another state or country (please specify),Texas
433,2018-07-13 15:32:02,July,30 to 60 minutes,No,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),KY
434,2018-07-13 15:25:08,July,30 to 60 minutes,No,,,,,,TV commercial,,,,No,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,,9-12 years old,,,2,0,"Indiana, but not in the Indy metro area",0
435,2018-07-13 15:24:27,July,Less than 30 minutes,No,,,Advertising at the museum,,,,,,,No,N/A,N/A,N/A,N/A,No,No,Other (please specify),Out of town,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,11,0-2 years old,3-5 years old,6-8 years old,9-12 years old,,,3,1,Another state or country (please specify),Arkansas
436,2018-07-13 14:22:57,July,30 to 60 minutes,Yes,,,,Our website,"A story in the media (TV, Digital Article, Radio)",,,,,No,N/A,N/A,N/A,N/A,Yes,I already did!,,,No,Yesterday,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,,,,,,,0,0,Another state or country (please specify),Illinois
437,2018-07-13 14:05:58,July,60 to 90 minutes,No,,,,,"A story in the media (TV, Digital Article, Radio)",,,,,No,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
438,2018-07-13 13:58:16,July,30 to 60 minutes,No,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,,,6-8 years old,,,,2,0,"Indiana, but not in the Indy metro area",0
439,2018-07-13 13:54:03,July,More than 90 minutes,Yes,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,No,No,I know I would never use the app.,0,No,More than 5 days ago,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,,9-12 years old,,,2,0,"Marion County, Indiana",0
440,2018-07-12 14:44:06,July,More than 90 minutes,No,,,,Our website,,,,,,No,N/A,N/A,N/A,N/A,Yes,No,I typically don’t download apps.,0,No,Yesterday,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,,,,,13-18 years old,,2,0,Another state or country (please specify),Michigan
441,2018-07-12 14:41:30,July,30 to 60 minutes,No,Family/Friends,"Social media (Twitter, Facebook, Instagram)",,Our website,"A story in the media (TV, Digital Article, Radio)",TV commercial,Billboards around town,,,No,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,,,6-8 years old,,,,2,0,"Indiana, but not in the Indy metro area",0
442,2018-07-12 14:28:24,July,30 to 60 minutes,No,,,,,,,Billboards around town,,,Yes,N/A,N/A,N/A,N/A,No,Yes,,,No,More than 5 days ago,N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,6-8 years old,,,,3,1,"Marion County, Indiana",0
443,2018-07-12 14:28:42,July,30 to 60 minutes,No,,,Advertising at the museum,,,,,,,Partially,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,Another state or country (please specify),Cincinnati
444,2018-07-12 14:21:47,July,30 to 60 minutes,Yes,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,,,9-12 years old,,,2,0,Another state or country (please specify),New York
445,2018-07-12 14:20:31,July,30 to 60 minutes,Yes,,,,,"A story in the media (TV, Digital Article, Radio)",,,,,Yes,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Yesterday,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,,,,,,There are no children in my group.,0,0,Another state or country (please specify),Ohio
446,2018-07-12 13:56:56,July,30 to 60 minutes,No,,,,,,,,Online advertisement,,Yes,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,0,,,,9-12 years old,,,2,0,Another state or country (please specify),Utah
447,2018-07-12 13:52:51,July,30 to 60 minutes,Yes,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,No,No,I typically don’t download apps.,0,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
448,2018-07-12 11:27:49,July,60 to 90 minutes,Yes,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,,,,,,There are no children in my group.,0,0,Another state or country (please specify),New orleans
449,2018-07-12 11:15:27,July,60 to 90 minutes,Yes,,,,,,,,,We saw the construction going on last winter,Partially,N/A,N/A,N/A,N/A,No,Yes,,0,No,Today (from the onsite ticket line),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,0-2 years old,3-5 years old,6-8 years old,,,,3,1,"Marion County, Indiana",0
450,2018-07-12 11:05:33,July,30 to 60 minutes,Yes,,,,,,,Billboards around town,Online advertisement,,No,N/A,N/A,N/A,N/A,Yes,No,I typically don’t download apps.,0,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,,9-12 years old,,,2,0,Another state or country (please specify),New jersey
451,2018-07-12 10:48:03,July,30 to 60 minutes,Yes,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,More than 5 days ago,N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,,3-5 years old,,9-12 years old,,,3,1,Another state or country (please specify),"Springfield,Il"
452,2018-07-11 15:29:43,July,30 to 60 minutes,No,,,,Our website,,,,,,Yes,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,No,Yesterday,N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),Cincinnati Ohio
453,2018-07-11 15:25:42,July,30 to 60 minutes,No,Family/Friends,,,,,,,,,Yes,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Today (online),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,,3-5 years old,,9-12 years old,,,3,1,A county adjacent to Marion County,0
454,2018-07-11 15:20:58,July,60 to 90 minutes,Not sure,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,Yes,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),Maryland
455,2018-07-11 15:19:16,July,30 to 60 minutes,No,,,,Our website,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,3-5 years old,,9-12 years old,,,3,1,"Marion County, Indiana",0
456,2018-07-11 15:16:12,July,30 to 60 minutes,No,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,No,Yes,,,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,3-5 years old,,,,,1,1,Another state or country (please specify),Georgia
457,2018-07-11 15:13:50,July,More than 90 minutes,Yes,Family/Friends,,,,,,,,,Yes,N/A,N/A,N/A,N/A,No,Yes,,,No,Yesterday,N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,,3-5 years old,6-8 years old,9-12 years old,,,3,1,A county adjacent to Marion County,0
458,2018-07-11 15:07:45,July,60 to 90 minutes,Yes,Family/Friends,,,,,,,,,No,N/A,N/A,N/A,N/A,Not Sure,No,I typically don’t download apps.,0,No,More than 5 days ago,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),Alabama
459,2018-07-11 15:05:55,July,More than 90 minutes,Yes,,,Advertising at the museum,,,,,,,No,N/A,N/A,N/A,N/A,No,No,"I come infrequently, so I don’t need it.",0,No,More than 5 days ago,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,0-2 years old,,6-8 years old,,,,3,1,Another state or country (please specify), Alabama
